Place_Id,Place_Name,Description,Category,City,Tags
326,Taman Kupu-Kupu Cihanjuang,"Taman Kupu-Kupu Cihanjuang Bandung ini,sepertinya telah menambah daftar objek wisata di Bandung yang unik dan menarik seperti halnya theme park Jendela Alam Bandung sekaligus bernilai edukasi yang sangat tinggi buat anak-anak dan sebagai sarana pembelajaran kepada anak kita bahwa pelestarian hewan langka dan cantik ini bisa diajarkan sejak usia dini.Dan faktanya, meskipun relatif masih anyar, namun salah satu tempat wisata keluarga di bandung ini nyatanya berhasil banyak menarik atensi atau perhatian wisatawan lokal kota Bandung maupun wisatawan luar daerah yang sedang liburan di Bandung. Lokasi Tempat wisatanya yang memang masih sangat rindang dan sejuk, ditunjang lagi dengan design interior taman kupu-kupu yang ditata sangat begitu detil dan menarik. Apabila melancong ke kawasan wisata yang satu ini, diharapkan anak-anak anda bisa memperoleh informasi tentang bagaimana proses metamorfosis seekor kupu-kupu mulai dari bibit larva hingga tumbuh besar secara sempura.",Cagar Alam,Bandung,taman cihanjuang bandung tambah daftar objek wisata bandung unik tarik hal theme park jendela alam bandung nila edukasi sarana ajar anak lestari hewan langka cantik ajar usia fakta relatif anyar salah wisata keluarga bandung hasil tarik atensi perhati wisatawan lokal kota bandung wisatawan daerah libur bandung lokasi tempat wisata rindang sejuk tunjang design interior taman tata detil tarik apabila lancong kawasan wisata harap oleh informasi prose metamorfosis ekor bibit larva tumbuh sempura
327,Taman Miniatur Kereta Api,"Salah satu wisata yang ramai di Bandung adalah Taman Miniatur Kereta Api yang berada di taman wisata Floating Market Lembang. Dengan menghadirkan pernak-pernik kereta api secara lengkap dan sangat detail membuat taman miniatur kereta api ini seolah-olah benar hidup. Tak heran jika objek wisata ini mengundang ribuan orang untuk menikmati sekaligus belajar banyak tentang perkeretaan api baik di Indonesia maupun dunia. Taman miniatur ini menyediakan toko suvenir yang menjual beragam jenis miniatur kendaraan mulai dari mobil, pesawat dan kereta api tentunya. Selain itu, bagi pengunjung yang ingin menikmati sajian aneka ragam kuliner bisa langsung ke Floating Market Lembang. Bagi pengunjung yang berasal dari luar kota dapat menginap di hotel-hotel yang berdekatan dengan lokasi taman miniatur. Jarak hotel dari taman miniatur sekitar 200 meter sampai 1 kilometer. Hotel-hotel tersebut antara lain Grand Hotel Lembang, Hotel Cemara Asri, Hotel Buah Sinuan dan Hotel Pesona Bamboe. Tarif sewa hotel menginap semalam antara Rp 200.000 hingga Rp 1.000.000.",Taman Hiburan,Bandung,salah wisata ramai bandung taman miniatur kereta api taman wisata floating market lembang dengan hadir kereta api lengkap detail taman miniatur kereta api hidup tak heran objek wisata undang ribu orang nikmat ajar kereta api indonesia dunia taman miniatur sedia toko suvenir jual agam jenis miniatur kendara mobil pesawat kereta api selain unjung nikmat saji aneka ragam kuliner langsung floating market lembang bagi unjung asal kota inap dekat lokasi taman miniatur jarak hotel taman miniatur 200 meter 1 kilometer grand hotel lembang hotel cemara asri hotel buah sinu hotel pesona bamboe tarif sewa hotel inap malam rp rp
328,Gua Pawon,"Gua Pawon adalah sebuah gua alami dan situs purbakala yang terletak di Desa Gunung Masigit, Kecamatan Cipatat, Padalarang, Kabupaten Bandung Barat, atau sekitar 25 km arah barat Kota Bandung. Merupakan sebuah tempat yang penting bagi orang Sunda karena di sanalah tempat berkumpulnya sesepuh Sunda yang sekarang menduduki bagian barat pulau Jawa. Di sana pernah ditemukan kerangka manusia purba yang konon adalah nenek moyang orang Sunda (masih diteliti di balai Arkeolog Bandung).",Cagar Alam,Bandung,gua pawon gua alami situs purbakala letak desa gunung masigit camat cipatat padalarang kabupaten bandung barat 25 km arah barat kota bandung rupa orang sunda sana kumpul sepuh sunda duduk barat pulau jawa di temu kerangka manusia purba konon nenek moyang orang sunda teliti balai arkeolog bandung
329,Bukit Gantole Cililin,Bukit Gantole Cililin atau yang dikenal juga dengan sebutan Venue Gantole merupakan sebuah kawasan wisata yang awalnya di buka untuk tujuan terselenggaranya Porda Jabar 2010 dan Pekan Olahraga Nasional 2016 Cabang olahraga Paralayang. Kawasan wisata ini menjadi buah bibir setelah menjadi tuan rumah penyelenggaraan PON 2016. Olahraga paralayang sendiri merupakan jenis olahraga yang di lakukan di atas lereng bukit atau gunung dengan hanya memanfaatkan angin sebagai sumber utama. Oleh karenanya lokasi Bukit Gantole Cililin yang berada di ketinggian 1063 Mdpl dengan hempasan angin yang kencang sangat pas untuk olahraga ini.,Cagar Alam,Bandung,bukit gantole cililin kenal sebut venue gantole kawasan wisata buka tuju selenggara porda jabar 2010 pekan olahraga nasional 2016 cabang olahraga paralayang kawasan wisata buah bibir tuan rumah selenggara pon 2016 olahraga paralayang jenis olahraga laku lereng bukit gunung manfaat angin sumber utama oleh lokasi bukit gantole cililin tinggi 1063 mdpl hempas angin kencang pa olahraga
330,Bandros City Tour,"Bandros atau Bus Wisata Bandung adalah bus wisata yang beroperasi di Bandung, Jawa Barat, Indonesia.Digunakan oleh wisatawan di Kota Bandung. Bus tersebut diresmikan oleh Wali Kota Bandung Ridwan Kamil pada malam tahun baru 2014, dan pada 18 Februari 2018 diumumkan bus wisata akan melayani kota Bandung. Seorang pemimpin tur lokal akan menemani turis di dalam bus. Bandros dikelola oleh dua pihak: Dinas Perhubungan Bandung (yang terkait dengan Anggaran Pendapatan dan Belanja Daerah) dan Mang Dudung yang merupakan bagian dari Tanggung Jawab Sosial Perusahaan. Bus memiliki kapasitas 22 orang. Ada enam bus yang dioperasikan oleh divisi Corporate Social Responsibility, dan 12 bus dioperasikan oleh Anggaran Pendapatan dan Belanja Daerah yang dikelola oleh BLUD UPT Dinas Perhubungan Kota Bandung.",Budaya,Bandung,bandros bus wisata bandung bus wisata operasi bandung jawa barat wisatawan kota bandung bus resmi wali kota bandung ridwan kamil malam 2014 18 februari 2018 umum bus wisata layan kota bandung orang pimpin tur lokal tani turis bus bandros kelola dinas hubung bandung kait anggar dapat belanja daerah mang dudung tanggung jawab sosial usaha bus milik kapasitas 22 orang ada enam bus operasi divisi corporate social responsibility 12 bus operasi anggar dapat belanja daerah kelola blud upt dinas hubung kota bandung
331,Kyotoku Floating Market,"Kyotoku Floating Market Bandung, sebuah wisata kekinian yang mengusung tema hal-hal yang berbau Jepang. Di tempat ini anda akan melihat bangunan-bangunan khas Jepang serta pemandangan bak di negeri sakura. Jepang merupakan salah satu negara selain Korea Selatan yang menjadi tujuan favorit turis dari Indonesia. Karena sudah menjadi negara maju, berkunjung ke Jepang membutuhkan biaya akomodasi yang tidak sedikit, tiket pesawat, serta proses pengurusan visa yang ribet. Tak perlu jauh-jauh pergi ke luar negeri, anda dapat menikmati berwisata dengan nuansa Jepang di Bandung. Pengelola wisata mendesain tempat ini mirip-mirip dengan Kyoto, salah satu wilayah di Jepang yang kental dengan budaya. Melihat bunga sakura yang menjadi ikon Jepangpun tak perlu menunggu bulan April, kawasan wisata ini di lengkapi dengan hiasan bunga sakura sehingga suasana Jepang terasa semakin kental. Bagi anda yang tertarik berfoto memakai kimono atau yukata dengan background ala Jepang untung dipajang di instagram. Berikut review singkat kawasan wisata ini.",Budaya,Bandung,kyotoku floating market bandung wisata kini usung tema bau jepang di khas jepang pandang bak negeri sakura jepang salah negara korea selatan tuju favorit turis indonesia karena negara maju kunjung jepang butuh biaya akomodasi tiket pesawat prose urus visa ribet tak pergi negeri nikmat wisata nuansa jepang bandung kelola wisata desain kyoto salah wilayah jepang kental budaya lihat bunga sakura ikon jepangpun tunggu april kawasan wisata lengkap hias bunga sakura suasana jepang kental bagi tarik foto pakai kimono yukata background ala jepang untung pajang instagram ikut review singkat kawasan wisata
332,Rainbow Garden,"Rainbow Garden Harapan Indah salah satu taman rekreasi yang terutama cocok untuk keluarga. Berkonsep ‘eat and play’, Rainbow Garden Bekasi memadukan arena permainan anak dengan wisata kuliner. Berbagai wahana dan aktivitas tersedia di taman wisata penuh warna seluas 3000 m2 ini.",Cagar Alam,Bandung,rainbow garden harap indah salah taman rekreasi cocok keluarga konsep eat and play rainbow garden bekas madu arena main anak wisata kuliner bagai wahana aktivitas sedia taman wisata penuh warna luas 3000 m2
333,Kota Mini,"Destinasi yang sangat menarik bernuansa eropa lengkap dengan fasilitas publiknya membuat anda seolah-olah sedang berada di eropa. Ada rumah sakit, kantor polisi, box telepon, cafe-café pinggir jalan, dan bangunan-bangunan klasik lainnya. Masih satu kompleks dengan Floating Market, tempat wisata ini menyajikan arsitektur eropa klasik yang begitu kental, dijamin anda akan enggan beranjak.",Taman Hiburan,Bandung,destinasi tarik nuansa eropa lengkap fasilitas publik eropa ada rumah sakit kantor polisi box telepon pinggir jalan klasik masih kompleks floating market wisata saji arsitektur eropa klasik kental jamin enggan anjak
334,Chingu Cafe Little Seoul,"Selain populer karena memiliki pemandangan yang indah dan hawa yang sejuk, Bandung juga menawarkan banyak destinasi wisata kreatif. Taman kota, museum, hingga tempat makan pun tidak luput dari keunikan dan daya tariknya masing-masing. Salah satunya adalah Little Seoul Bandung yang berada di area Chingu Café. Area luar ruangan di kafe ini disulap menyerupai suasana Jalan Dongdaemun di Seoul, Korea Selatan. Tanpa perlu jauh-jauh terbang ke Negeri Ginseng, pengunjung bisa merasakan suasana Seoul di sini.",Taman Hiburan,Bandung,selain populer milik pandang indah hawa sejuk bandung tawar destinasi wisata kreatif taman kota museum makan luput uni daya tarik salah satu little seoul bandung area chingu caf area ruang kafe sulap rupa suasana jalan dongdaemun seoul korea selatan tanpa terbang negeri ginseng unjung rasa suasana seoul
335,Candi Gedong Songo,"Candi Gedong Songo (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦒꦼꦝꦺꦴꦁ​ꦱꦔ, translit. Candhi Gedhong Sanga) adalah nama sebuah kompleks bangunan candi peninggalan budaya Hindu yang terletak di desa Candi, Kecamatan Bandungan, Kabupaten Semarang, Jawa Tengah, Indonesia tepatnya di lereng Gunung Ungaran. Di kompleks candi ini terdapat sembilan buah candi.\nCandi ini diketemukan oleh Raffles pada tahun 1804 dan merupakan peninggalan budaya Hindu dari zaman Wangsa Syailendra abad ke-9 (tahun 927 masehi).Candi ini memiliki persamaan dengan kompleks Candi Dieng di Wonosobo. Candi ini terletak pada ketinggian sekitar 1.200 m di atas permukaan laut sehingga suhu udara di sini cukup dingin (berkisar antara 19-27 °C)\nLokasi sembilan candi yang tersebar di lereng Gunung Ungaran ini memiliki pemandangan alam yang indah. Selain itu, objek wisata ini juga dilengkapi dengan pemandian air panas dari mata air yang mengandung belerang, area perkemahan, dan wisata berkuda.",Budaya,Semarang,candi gedong songo bahasa jawa translit candhi gedhong sanga nama kompleks bangun candi tinggal budaya hindu letak desa candi camat bandung kabupaten semarang jawa tengah indonesia tepat lereng gunung ungar di kompleks candi sembilan buah ketemu raffle 1804 tinggal budaya hindu zaman wangsa syailendra abad 927 masehi milik sama kompleks candi dieng wonosobo candi letak tinggi m muka laut suhu udara dingin kisar sembilan candi sebar lereng gunung ungar milik pandang alam indah selain objek wisata lengkap mandi air panas mata air kandung belerang area kemah wisata kuda
336,Grand Maerakaca,"Masyarakat Jawa Tengah mungkin sudah tidak asing dengan nama “Puri Maerokoco”. Taman wisata ini merupakan “Taman Mini” versi Jawa Tengah yang menyajikan replika dan miniatur bangunan khas dari berbagai daerah di Jawa Tengah. Saat ini, Puri Maerakaca sudah berganti nama menjadi Grand Maerakaca. Dengan wahana yang lebih bervariasi, taman rekreasi ini menjadi salah satu destinasi wisata di Semarang yang cocok untuk rekreasi keluarga.",Taman Hiburan,Semarang,masyarakat jawa tengah asing nama puri maerokoco taman wisata taman mini versi jawa tengah saji replika miniatur bangun khas daerah jawa tengah saat puri maerakaca ganti nama grand maerakaca dengan wahana variasi taman rekreasi salah destinasi wisata semarang cocok rekreasi keluarga
337,Kampung Pelangi,"Kampung pelangi atau dalam bahasa Inggris disebut Rainbow Village merupakan sebutan untuk daerah atau kampung yang rumah-rumah penduduknya dicat dengan warna-warni. Sebenarnya Kampung Pelangi pada awalnya merupakan daerah kumuh yang dikemudian secara kreatif diubah menjadi daerah yang menarik untuk dijadikan sebagai destinasi wisata, terutama bagi masyarakat yang senang atau sedang mencari spot yang menarik untuk mengabadikan momen.\nBanyak daerah-daerah di Indonesia, terutama di jawa memliki tempat yang disebut Kampung pelangi, antara lain di Malang, Semarang, Jakarta, Bandung, dan kota-kota lainnya. Contoh kampung seperti ini yaitu, kampung warna-warni di Jodipan dan Tridi, Kota Malang, Jawa Timur.",Taman Hiburan,Semarang,kampung pelangi bahasa inggris rainbow village sebut daerah kampung duduk cat benar kampung pelangi daerah kumuh kemudi kreatif ubah daerah tarik jadi destinasi wisata masyarakat senang cari spot tarik abadi indonesia jawa memliki kampung pelangi malang semarang jakarta bandung contoh kampung kampung jodipan tridi kota malang jawa timur
338,Lawang Sewu,"Lawang Sewu (""Seribu Pintu"") (bahasa Jawa: ꦭꦮꦁ​ꦱꦺꦮꦸ, translit. Lawang Sèwu) adalah landmark di Semarang, Jawa Tengah, Indonesia, yang dibangun sebagai kantor pusat Perusahaan Kereta Api Hindia Belanda. Bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting, meskipun pemerintah kota Semarang telah berusaha mengubah citra itu.",Budaya,Semarang,lawang sewu ribu pintu bahasa jawa translit lawang s wu landmark semarang jawa tengah indonesia bangun kantor pusat usaha kereta api hindia belanda bangun era kolonial kenal rumah hantu lokasi syuting perintah kota semarang usaha ubah citra
339,Sam Poo Kong Temple,"Sam Poo Kong (Hanzi: ; Pinyin: Sānbǎo Dòng), juga dikenal sebagai Kuil Gedung Batu, adalah kuil Tionghoa tertua di Semarang, Jawa Tengah, Indonesia. Awalnya didirikan oleh penjelajah Muslim Tionghoa Zheng He (juga dikenal sebagai Sanbao), sekarang dibagi oleh orang Indonesia dari berbagai denominasi agama, termasuk Muslim dan Budha, dan etnis, termasuk Tionghoa dan Jawa.",Budaya,Semarang,sam poo kong hanzi pinyin s nb o d ng kenal kuil gedung batu kuil tionghoa tua semarang jawa tengah indonesia awal diri jelajah muslim tionghoa zheng he kenal sanbao bagi orang indonesia denominasi agama muslim budha etnis tionghoa jawa
340,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.",Taman Hiburan,Semarang,wisata alam sorot dunia pariwisata wisata alam gunung danau hutan air terjun pantai tapi rambah konsep desa desa wisata lembah kalipancur tempat wisata tawar rekreasi konsep desa kota semarang meski konsep desa lokasi pusat kota dan objek wisata diri mati wisatawan
341,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,awal taman wisata hutan tinjomoyo semarang smg kebun binatang ragam binatang hutan dalam namun banjir putus jembatan akses utama hutan wisata hutan tinjomoyo milik kontur wilayah padu bukit sungai hutan tumbuh vegetasi pohon jati pinus oleh heran kawasan cocok jadi hutan wisata luas lahan hektare area manfaat kemah
342,Taman Kasmaran,"Taman Kasmaran terletak di sebelah kiri Pasar Bunga. Gedung food court dan Taman Kasmaran dibangun dua lantai. Lantai bawah utuk spot dijadikan wisata kuliner, sementara lantai atas menjadi taman. Tidak sekadar taman biasa, Taman Kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background Kampung Pelangi. Taman Kasmaran cukup luas, dilengkapi perabotan kursi dan meja ala kafe. Lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di Kota Semarang.",Taman Hiburan,Semarang,taman kasmaran letak belah kiri pasar bunga gedung food court taman kasmaran bangun lantai lantai utuk spot jadi wisata kuliner lantai taman tidak taman taman kasmaran lengkap pandang tarik background kampung pelangi taman kasmaran luas lengkap perabot kursi meja ala kafe lokasi yakin spot alternatif selfie baru kota semarang
343,Pantai Baruna,"kunjungi Pantai Baruna yang berada di Kota Semarang, Jawa Tengah! Pantai yang satu ini akan memberikan pengalaman wisata yang berbeda. Pasalnya, di sini tidak ada hamparan pasir. Memang Pantai Baruna merupakan objek wisata ‘tidak resmi’ milik Kota Semarang. Pantai ini berada di belakang kawasan pabrik semen. Sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini. Yang ada hanyalah hamparan padang rumput dan ilalang di hadapan Laut Jawa yang tenang.",Bahari,Semarang,kunjung pantai baruna kota semarang jawa tengah pantai alam wisata beda pasal hampar pasir memang pantai baruna objek wisata resmi milik kota semarang pantai kawasan pabrik semen sehingga padat wisatawan selancar yang hampar padang rumput ilalang hadap laut jawa tenang
344,Pantai Marina,"Pantai Marina (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦩꦫꦶꦤ, translit. Pasisir Marina) adalah salah satu objek wisata pantai yang berada di kota Semarang, Jawa Tengah. Pantai ini menyimpan pemandangan eksotis khas kota Semarang. Dahulu, tempat ini merupakan hutan bakau dan tambak, tapi pemerintah setempat mengubahnya menjadi tempat rekreasi dengan cara reklamasi daratan. Hasil reklamasi dari hutan bakau ini, sekarang berupa perumahan, pertokoan, dan perkantoran, di sebelah selatan pantai.",Bahari,Semarang,pantai marina bahasa jawa translit pasisir marina salah objek wisata pantai kota semarang jawa tengah pantai simpan pandang eksotis khas kota semarang dahulu hutan bakau tambak perintah ubah rekreasi reklamasi darat hasil reklamasi hutan bakau rumah toko kantor belah selatan pantai
345,Kampoeng Djadhoel Semarang,"Kampoeng Djadhoel terletak di Kampung Batik Semarang tepatnya di Kampung Batik Tengah RT 04/ RW 02 Kelurahan Rejomulyo, Kecamatan Semarang Timur. Penamaan Kampoeng Djadhoel ini tercetus sejak 18 Desember 2016 oleh Ignatius Luwiyanto (50) warga Kampung Batik Tengah. Sejarah Indonesia menjadi latar belakang penamaan KampoengDjadhoel.",Budaya,Semarang,kampoeng djadhoel letak kampung batik semarang tepat kampung batik tengah rt rw 02 lurah rejomulyo camat semarang timur nama kampoeng djadhoel cetus 18 desember 2016 ignatius luwiyanto 50 warga kampung batik tengah sejarah indonesia latar nama kampoengdjadhoel
346,Indonesia Kaya Park,"Lokasi Taman Indonesia Kaya yang berada di pusat kota Semarang, membuat taman seluas 5.000 meter persegi ini bisa difungsikan sebagai wadah berkesenian komunitas seniman Jawa Tengah. Di sini ada Panggung Budaya yang dibangun dengan dua sisi yang semuanya bisa digunakan. Lalu ada Taman Pandawa Lima yang dibuat oleh Komroden Haro, Pelataran Penikmat Seni, Amphitheater, Area Hijau, Gerbang Mural karya lima seniman muda Semarang, dan tak ketinggalan ada Air Mancur Menari. Air Mancur Menari ini dibangun oleh Pemerintah Kota Semarang yang dapat bergerak mengikuti alunan musik klasik dan lagu-lagu perjuangan Indonesia. Air Mancur Menari tersebut dijadwalkan akan menyala setiap hari pada pukul 19.00 - 20.00 dan sampai pukul 21.00 di akhir pekan.",Taman Hiburan,Semarang,lokasi taman indonesia kaya pusat kota semarang taman luas meter persegi fungsi wadah nian komunitas seniman jawa tengah di panggung budaya bangun sisi lalu taman pandawa lima komroden haro latar nikmat seni amphitheater area hijau gerbang mural karya seniman muda semarang tinggal air mancur tari air mancur tari bangun perintah kota semarang gerak ikut alun musik klasik juang indonesia air mancur tari jadwal nyala pekan
347,Taman Pandanaran,"Dalam sejarah yang tercatat, dulunya tempat ini merupakan kawasan SPBU yang tak begitu laku. Bekas SPBU tersebut dirombak total menjadi sebuah taman. Konon, luas tanah 600 meter persegi tersebut direnovasi menjadi taman dengan dana sekitar Rp1,8 M. Taman Pandanaran ini beralamatkan di Jalan Pandanaran, Mugassari, Semarang Selatan. Tepatnya, berada di pertigaan antara Jalan Pandanaran dan Jalan MH.Thamrin. Sayangnya, untuk mendapatkan parkir di sini cukup susah. Beberapa pengunjung bahkan harus memarkirkan kendaraannya di depan warung makan di sekitaran taman.",Taman Hiburan,Semarang,dalam sejarah catat dulunya kawasan spbu laku bekas spbu rombak total taman konon luas tanah 600 meter persegi renovasi taman dana taman pandanaran alamat jalan pandanaran mugassari semarang selatan tepat tiga jalan pandanaran jalan sayang parkir susah beberapa unjung parkir kendara warung makan sekitar taman
348,Pura Giri Natha,"Awal berdirinya Pura Agung Giri Natha tidak terlepas dari hadirnya pemeluk umat Hindu dari berbagai daerah yang mulai berdatangan dan menetap di Semarang. Sebelum menetap, umat Hindu yang ada di Semarang awalnya datang untuk bekerja dan mencari ilmu. Sekitar tahun 1967/1968 para pemeluk agama Hindu yang ada di Semarang mengusulkan kepada pemerintah Semarang, untuk dibangunnya tempat peribadatan. Karena sebelumnya umat Hindu ketika melaksanakan sembahyang lokasinya dari rumah ke rumah. Setuju dengan usulan tersebut, akhirnya pemerintah Semarang memberikan pilihan beragam lokasi yang sekira tepat dan pas untuk dibangun sebuah tempat suci yakni pura.",Budaya,Semarang,awal diri pura agung giri natha lepas hadir peluk umat hindu daerah tetap semarang belum tetap umat hindu semarang cari ilmu sekitar peluk agama hindu semarang usul perintah semarang bangun ibadat karena umat hindu laksana sembahyang lokasi rumah rumah tuju usul perintah semarang pilih agam lokasi sekira pa bangun suci pura
349,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.",Cagar Alam,Semarang,wisata hutan mangrove semarang sepi kunjung wisatawan tak jarang unjung wisata cantik berswafoto dar menapaik selasar kayu obyek instagramable pa bagi sosmed buru kecimpung bidang fotografi
350,Pantai Cipta,"Pantai Cipta juga dikenal sebagai Pantai Petikemas, karena jarak dan letaknya dekat dengan Pantai Petikemas. Tempat wisata di semarang Pantai Cipta hanya memiliki sedikit hamparan pasir dan didominasi bebatuan. Pantai Cipta menjadi satu destinasi wisata favorit bagi warga Semarang karena mempunyai keunikan dari pemandangan hingga lingkungan sekitarnya. Berfoto selfie menjadi kegiatan utama di pantai tersebut karena banyak spot menarik yang bisa diabadikan. Pada akhir pekan atau hari libur panjang, para wisatawan sering memenuhi Pantai Cipta untuk sekedar melihat pemandangan pantai. Namun pantai Cipta ini memiliki ombak yang tenang, sehingga aman digunakan untuk berenang. Dipantai Cipta sendiri terdapat banyak ilalang yang menambah indah pemandangan dan menjadi surga para pemburu selfie. Keberadaan ilalang inilah yang menjadi daya tarik para pengunjung untuk datang ke pantai Cipta hanya sekedar untuk berselfie.",Bahari,Semarang,pantai cipta kenal pantai petikemas jarak letak pantai petikemas tempat wisata semarang pantai cipta milik hampar pasir dominasi bebatuan pantai cipta destinasi wisata favorit warga semarang uni pandang lingkung foto selfie giat utama pantai spot tarik abadi pada pekan libur wisatawan penuh pantai cipta dar pandang pantai namun pantai cipta milik ombak tenang aman renang pantai cipta ilalang tambah indah pandang surga buru selfie ada ilalang daya tarik unjung pantai cipta dar berselfie
351,Old City 3D Trick Art Museum,"Destinasi wisata kekinian satu ini memang tengah naik daun di banyak kota termasuk Semarang. Salah satunya Old City 3D Trick Art Museum, museum dengan tema Seni 3 Dimensi yang menyuguhkan sensasi berbeda dari museum biasa. Karena di dalamnya dipamerkan aneka karya seni 3 dimensi yang atraktif untuk berfoto. Destinasi wisata ini masih terus ramai kunjungan lantaran terus berinovasi. Setiap 3 bulan sekali, pihak pengelola akan mengganti tema atau instalasi karya seninya sehingga pengunjung bisa datang berkali-kali tanpa bosan.",Budaya,Semarang,destinasi wisata kini daun kota semarang salah satu old city 3d trick art museum museum tema seni 3 dimensi suguh sensasi beda museum karena dalam pamer aneka karya seni 3 dimensi atraktif foto destinasi wisata ramai kunjung lantar inovasi tiap 3 kelola ganti tema instalasi karya seni unjung bosan
352,GPIB Immanuel Semarang (Gereja Blenduk),"GPIB Immanuel Semarang (populer dengan nama Gereja Blenduk, kadang-kadang dieja Gereja Blendug, dan sering kali dilafazkan sebagai mBlendhug) (bahasa Jawa: ꦒꦿꦺꦗ​ꦧ꧀ꦭꦼꦤ꧀ꦝꦸꦏ꧀, translit. Gréja Blendhuk) adalah Gereja Kristen tertua di Jawa Tengah yang dibangun oleh masyarakat Belanda yang tinggal di kota itu pada 1753, dengan bentuk oktagonal (persegi delapan). Gereja ini sesungguhnya bernama Gereja GPIB Immanuel, di Jl. Letjend. Suprapto 32. Kubahnya besar, dilapisi perunggu, dan di dalamnya terdapat sebuah orgel Barok. Arsitektur di dalamnya dibuat berdasarkan salib Yunani. Gereja ini direnovasi pada 1894 oleh W. Westmaas dan H.P.A. de Wilde, yang menambahkan kedua menara di depan gedung gereja ini. Nama Blenduk adalah julukan dari masyarakat setempat yang berarti kubah. Gereja ini hingga sekarang masih dipergunakan setiap hari Minggu. Di sekitar gereja ini juga terdapat sejumlah bangunan lain dari masa kolonial Belanda.",Tempat Ibadah,Semarang,gpib immanuel semarang populer nama gereja blenduk eja gereja blendug kali dilafazkan mblendhug bahasa jawa translit gr ja blendhuk gereja kristen tua jawa tengah bangun masyarakat belanda tinggal kota 1753 bentuk oktagonal persegi delapan gereja sungguh nama gereja gpib immanuel jl letjend suprapto 32 kubah lapis perunggu dalam orgel barok arsitektur dalam dasar salib yunani gereja renovasi 1894 westmaas de wilde menara gedung gereja nama blenduk juluk masyarakat kubah gereja minggu di gereja bangun kolonial belanda
353,Taman Srigunting,"Merupakan salah satu landmark di Kawasan Kota Lama Semarang, Taman Srigunting pada masa kolonial belanda berwujud parade plein untuk panggung parade, kini menjadi sebuah ruang terbuka berupa taman yang menjadi salah satu tempat untuk berkumpul atau berkegiatan komunitas. Taman Srigunting berada di Jalan Letjen Suprapto 32 Kawasan Kota Lama, di sisi selatan terdapat Gedung Marba, di barat daya terdapat Gedung Jiwasraya, di sisi barat terdapat Gereja Blenduk serta di sisi timur terdapat Gedung Kerta Niaga. Taman ini beberapa kali mengalami renovasi, seperti pada tahun 2001 dan tahun 2004. Pada tahun 2001, Taman Srigunting dikembalikan pada fungsi raung terbuka untuk rekreatif, setelah sebelumnya merupakan taman pasif. Pada tahun 2004 renovasi taman ini dengan membuat jalan masuk pada masing-masing sisi, hingga terdapat empat jalan masuk. Dan di tengah tengah dibuat tiang lampu penerangan yang bercabang empat untuk menerangi empat sisi jalan masuk tersebut.",Taman Hiburan,Semarang,rupa salah landmark kawasan kota lama semarang taman srigunting kolonial belanda wujud parade plein panggung parade ruang buka taman salah kumpul giat komunitas taman srigunting jalan letjen suprapto 32 kawasan kota lama sisi selatan gedung marba barat daya gedung jiwasraya sisi barat gereja blenduk sisi timur gedung kerta niaga taman kali alami renovasi 2001 2004 pada 2001 taman srigunting kembali fungsi raung buka rekreatif taman pasif pada 2004 renovasi taman jalan masuk sisi jalan masuk dan tiang lampu terang cabang rang sisi jalan masuk
